iter	Passed	Remaining
398	249354	375594
399	249968	374952
400	250579	374306
401	251179	373645
402	251784	372990
403	252404	372359
404	253002	371694
405	253620	371060
406	254228	370410
407	254825	369747
408	255417	369074
409	256021	368421
410	256651	367804
411	257264	367164
412	257870	366513
413	258481	365869
414	259081	365211
415	259689	364564
416	260285	363900
417	260900	363263
418	261508	362616
419	262120	361975
420	262700	361291
421	263327	360671
422	263942	360035
423	264528	359359
424	265134	358710
425	265723	358041
426	266312	357370
427	266913	356715
428	267513	356061
429	268164	355474
430	268748	354798
431	269362	354161
432	269957	353501
433	270543	352829
434	271156	352191
435	271742	351520
436	272363	350893
437	273000	350288
438	273593	349626
439	274210	348995
440	274814	348348
441	275427	347711
442	276069	347112
443	276680	346473
444	277286	345828
445	277935	345238
446	278563	344621
447	279177	343986
448	279789	343349
449	280483	342812
450	281078	342155
451	281663	341485
452	282268	340840
453	282872	340195
454	283471	339542
455	284118	338948
456	284749	338335
457	285357	337693
458	285982	337072
459	286607	336452
460	287234	335833
461	287866	335221
462	288520	334633
463	289179	334052
464	289813	333441
465	290448	332832
466	291083	332221
467	291680	331568
468	292290	330930
469	292875	330263
470	293485	329626
471	294144	329043
472	294818	328475
473	295431	327842
474	296024	327184
475	296621	326533
476	297231	325895
477	297868	325287
478	298527	324703
479	299161	324091
480	299752	323433
481	300395	322831
482	301006	322195
483	301644	321587
484	302243	320939
485	302845	320293
486	303459	319660
487	304078	319032
488	304684	318392
489	305285	317745
490	305894	317108
491	306486	316453
492	307084	315804
493	307750	315226
494	308351	314581
495	308944	313927
496	309545	313282
497	310175	312667
498	310801	312046
499	311460	311460
500	312072	310827
501	312695	310204
502	313298	309560
503	313917	308934
504	314531	308303
505	315153	307679
506	315771	307052
507	316383	306418
508	316985	305775
509	317584	305130
510	318216	304516
511	318811	303867
512	319457	303266
513	320137	302697
514	320792	302105
515	321436	301502
516	322042	300864
517	322633	300210
518	323226	299560
519	323852	298940
520	324464	298307
521	325105	297702
522	325773	297120
523	326382	296484
524	326979	295838
525	327595	295209
526	328223	294591
527	328840	293963
528	329492	293366
529	330118	292746
530	330739	292122
531	331382	291517
532	332005	290894
533	332616	290261
534	333221	289622
535	333824	288982
536	334455	288366
537	335079	287744
538	335681	287103
539	336326	286500
540	336934	285865
541	337597	285276
542	338206	284641
543	338829	284019
544	339456	283399
545	340073	282772
546	340678	282133
547	341312	281520
548	341950	280910
549	342575	280289
550	343225	279688
551	343850	279067
552	344470	278441
553	345136	277853
554	345748	277221
555	346397	276619
556	347045	276016
557	347639	275370
558	348273	274756
559	348934	274163
560	349567	273547
561	350169	272907
562	350811	272299
563	351461	271697
564	352071	271063
565	352687	270435
566	353281	269789
567	353941	269195
568	354600	268599
569	355207	267963
570	355806	267322
571	356431	266700
572	357058	266079
573	357681	265456
574	358321	264846
575	358931	264213
576	359569	263601
577	360252	263021
578	360884	262405
579	361524	261793
580	362135	261161
581	362763	260541
582	363387	259918
583	364004	259291
584	364605	258652
585	365216	258019
586	365886	257429
587	366528	256819
588	367151	256195
589	367792	255584
590	368428	254969
591	369044	254341
592	369650	253706
593	370287	253092
594	370926	252479
595	371580	251876
596	372218	251262
597	372828	250630
598	373421	249986
599	374059	249372
600	374700	248761
601	375332	248143
602	375971	247530
603	376580	246897
604	377237	246295
605	377855	245668
606	378487	245050
607	379100	244419
608	379715	243790
609	380356	243178
610	380977	242553
611	381601	241930
612	382248	241321
613	382867	240695
614	383483	240066
615	384134	239460
616	384812	238870
617	385440	238249
618	386068	237628
619	386693	237005
620	387390	236426
621	388026	235810
622	388666	235195
623	389269	234559
624	389868	233920
625	390477	233288
626	391110	232670
627	391729	232043
628	392350	231418
629	393018	230820
630	393647	230199
631	394277	229579
632	394892	228950
633	395521	228329
634	396145	227705
635	396769	227082
636	397391	226457
637	398036	225845
638	398664	225223
639	399250	224578
640	399872	223953
641	400468	223314
642	401092	222690
643	401699	222057
644	402304	221423
645	402944	220808
646	403572	220187
647	404192	219561
648	404808	218933
649	405432	218309
650	406052	217684
651	406684	217064
652	407302	216437
653	407902	215801
654	408525	215177
655	409128	214542
656	409731	213908
657	410322	213268
658	410936	212639
659	411557	212014
660	412169	211384
661	412808	210769
662	413441	210150
663	414049	209518
664	414672	208895
665	415275	208261
666	415887	207631
667	416506	207006
668	417118	206377
669	417750	205757
670	418364	205129
671	418982	204503
672	419612	203883
673	420237	203260
674	420828	202621
675	421446	201994
676	422140	201405
677	422748	200774
678	423351	200141
679	423960	199510
680	424614	198901
681	425240	198279
682	425872	197659
683	426461	197020
684	427066	196388
685	427683	195761
686	428292	195131
687	428907	194504
688	429527	193879
689	430146	193254
690	430812	192650
691	431427	192022
692	432025	191387
693	432664	190771
694	433318	190161
695	433958	189545
696	434642	188947
697	435253	188318
698	435927	187717
699	436612	187119
700	437201	186481
701	437790	185842
702	438451	185234
703	439073	184610
704	439679	183979
705	440293	183351
706	440887	182715
707	441499	182087
708	442128	181466
709	442740	180837
710	443350	180208
711	443965	179581
712	444627	178973
713	445240	178345
714	445867	177723
715	446463	177088
716	447064	176456
717	447666	175824
718	448293	175202
719	448923	174581
720	449535	173953
721	450212	173350
722	450822	172721
723	451494	172116
724	452105	171488
725	452743	170870
726	453365	170245
727	453963	169612
728	454574	168984
729	455201	168362
730	455842	167744
731	456451	167116
732	457041	166480
733	457635	165846
734	458237	165214
735	458848	164586
736	459467	163961
737	460099	163341
738	460691	162707
739	461280	162071
740	461896	161445
741	462503	160816
742	463096	160182
743	463721	159560
744	464324	158929
745	464914	158295
746	465565	157681
747	466174	157053
748	466810	156434
749	467399	155799
750	468019	155175
751	468622	154545
752	469245	153922
753	469845	153291
754	470437	152658
755	471033	152026
756	471644	151399
757	472231	150765
758	472841	150138
759	473443	149508
760	474044	148878
761	474650	148250
762	475281	147629
763	475889	147002
764	476502	146376
765	477089	145742
766	477698	145115
767	478290	144483
768	478878	143850
769	479462	143216
770	480079	142591
771	480685	141964
772	481296	141337
773	481917	140714
774	482510	140083
775	483110	139454
776	483748	138836
777	484342	138205
778	484963	137582
779	485553	136951
780	486173	136327
781	486777	135700
782	487371	135069
783	488004	134450
784	488603	133821
785	489236	133201
786	489875	132583
787	490520	131967
788	491151	131347
789	491766	130722
790	492398	130102
791	493002	129475
792	493609	128848
793	494235	128227
794	494834	127598
795	495448	126974
796	496151	126372
797	496768	125748
798	497363	125118
799	497987	124496
800	498670	123889
801	499314	123272
802	499959	122654
803	500621	122042
804	501272	121426
805	501906	120806
806	502533	120184
807	503223	119577
808	503866	118959
809	504489	118337
810	505122	117716
811	505747	117094
812	506372	116471
813	506998	115849
814	507628	115228
815	508242	114603
816	508838	113974
817	509459	113351
818	510111	112735
819	510775	112121
820	511439	111507
821	512052	110882
822	512684	110261
823	513305	109638
824	513961	109022
825	514609	108404
826	515197	107774
827	515805	107148
828	516415	106522
829	517042	105900
830	517658	105275
831	518266	104649
832	518879	104025
833	519495	103400
834	520092	102772
835	520690	102145
836	521346	101528
837	521981	100908
838	522620	100288
839	523227	99662
840	523873	99043
841	524504	98422
842	525126	97799
843	525720	97171
844	526361	96551
845	527011	95933
846	527671	95317
847	528355	94705
848	528985	94083
849	529613	93461
850	530267	92843
851	530925	92226
852	531629	91617
853	532297	91001
854	532977	90388
855	533594	89763
856	534216	89139
857	534875	88522
858	535526	87903
859	536167	87283
860	536781	86658
861	537383	86031
862	537995	85406
863	538616	84782
864	539248	84160
865	539880	83538
866	540507	82915
867	541151	82294
868	541786	81673
869	542431	81052
870	543058	80429
871	543716	79811
872	544326	79186
873	544964	78564
874	545618	77945
875	546222	77319
876	546833	76693
877	547471	76072
878	548089	75447
879	548700	74822
880	549318	74198
881	549912	73571
882	550529	72946
883	551157	72323
884	551792	71701
885	552437	71081
886	553059	70457
887	553666	69831
888	554280	69207
889	554881	68580
890	555499	67956
891	556118	67332
892	556737	66708
893	557362	66085
894	557999	65463
895	558686	64847
896	559290	64221
897	559898	63596
898	560526	62973
899	561135	62348
900	561743	61723
901	562371	61100
902	563012	60478
903	563680	59859
904	564285	59234
905	564883	58608
906	565484	57982
907	566100	57358
908	566751	56737
909	567390	56115
910	567996	55490
911	568626	54867
912	569256	54244
913	569934	53626
914	570544	53001
915	571154	52376
916	571760	51751
917	572362	51126
918	572950	50499
919	573557	49874
920	574178	49250
921	574787	48626
922	575371	47999
923	575988	47375
924	576594	46750
925	577204	46126
926	577805	45501
927	578420	44877
928	579041	44253
929	579723	43635
930	580337	43011
931	580956	42387
932	581546	41761
933	582165	41138
934	582788	40514
935	583420	39892
936	584039	39268
937	584644	38643
938	585257	38019
939	585847	37394
940	586462	36770
941	587064	36146
942	587693	35523
943	588308	34899
944	588907	34275
945	589513	33650
946	590140	33027
947	590739	32403
948	591353	31779
949	591978	31156
950	592600	30533
951	593202	29909
952	593819	29285
953	594438	28662
954	595045	28038
955	595649	27414
956	596287	26792
957	596878	26167
958	597480	25543
959	598088	24920
960	598714	24297
961	599314	23673
962	599978	23052
963	600640	22430
964	601265	21807
965	601900	21184
966	602509	20561
967	603106	19937
968	603762	19315
969	604377	18692
970	604998	18068
971	605609	17445
972	606232	16822
973	606847	16199
974	607459	15575
975	608057	14952
976	608673	14329
977	609271	13705
978	609894	13082
979	610496	12459
980	611111	11835
981	611703	11212
982	612317	10589
983	612922	9966
984	613538	9343
985	614146	8720
986	614786	8097
987	615420	7474
988	616022	6851
989	616621	6228
990	617223	5605
991	617826	4982
992	618437	4359
993	619036	3736
994	619681	3113
995	620277	2491
996	620882	1868
997	621475	1245
998	622062	622
999	622664	0
